Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
24885533,The Paper Menagerie and Other Stories,Ken Liu,"Liu, Ken",,"=""1481442546""","=""9781481442541""",5,4.36,Gallery / Saga Press,Hardcover,450,2016,2016,,2023/01/16,favorites,favorites (#11),read,,,,1,0
43868109,Empire of Pain: The Secret History of the Sackler Dynasty,Patrick Radden Keefe,"Keefe, Patrick Radden",,"=""0385545681""","=""9780385545686""",0,4.54,Doubleday,Hardcover,535,2021,2021,,2023/04/20,to-read,to-read (#45),to-read,,,,0,0
36342060,The Pharaoh Key (Gideon Crew #5),Douglas Preston,"Preston, Douglas",Lincoln Child,"=""1455525820""","=""9781455525829""",0,3.84,Grand Central Publishing,Hardcover,311,2018,2018,,2023/04/19,"to-read, nyc-collection","to-read (#44), nyc-collection (#64)",to-read,,,,0,0
50663055,Elder Race,Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""1250768721""","=""9781250768728""",4,4.10,Tordotcom,Paperback,199,2021,2021,2023/04/19,2023/03/27,,,read,,,,1,0
29496076,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,David Grann,"Grann, David",,"=""0385534256""","=""9780385534253""",4,4.14,Doubleday,ebook,359,2017,2017,2023/04/18,2023/02/18,,,read,,,,1,0
3431,The Five People You Meet in Heaven,Mitch Albom,"Albom, Mitch",,"=""0786868716""","=""9780786868711""",5,4.00,Hyperion,Hardcover,196,2003,2003,,2023/02/18,nyc-collection,nyc-collection (#45),read,,,,1,0
54503508,The Defining Decade: Why Your Twenties Matter--And How to Make the Most of Them Now,Meg Jay,"Jay, Meg",,"=""1538754231""","=""9781538754238""",4,4.11,Twelve,Paperback,336,2021,2012,,2023/04/17,nyc-collection,nyc-collection (#55),read,,,,1,0
25707092,Cracking the Coding Interview: 189 Programming Questions and Solutions (Cracking the Interview & Career),Gayle Laakmann McDowell,"McDowell, Gayle Laakmann",,"=""0984782850""","=""9780984782857""",3,4.33,CareerCup,Paperback,687,2015,2008,,2023/04/17,nyc-collection,nyc-collection (#57),read,,,,1,0
16045117,Mug Cakes: 100 Speedy Microwave Treats to Satisfy Your Sweet Tooth,Leslie Bilderback,"Bilderback, Leslie",,"=""125002658X""","=""9781250026583""",3,4.00,St. Martin's Griffin,Paperback,168,2013,2013,,2023/04/17,nyc-collection,nyc-collection (#58),read,,,,1,0
37570440,The Dead Rabbit Mixology & Mayhem: The Story of John Morrissey and the World's Best Cocktail Menu,Sean Muldoon,"Muldoon, Sean","Jack McGarry, Jillian Vose","=""1328451879""","=""9781328451873""",5,4.18,Harvest,Hardcover,288,2018,2018,,2023/04/17,nyc-collection,nyc-collection (#59),read,,,,1,0
20600316,Death & Co: Modern Classic Cocktails,David Kaplan,"Kaplan, David",Nick Fauchald,"=""1607745259""","=""9781607745259""",5,4.61,Ten Speed Press,Hardcover,320,2014,2014,,2023/04/17,nyc-collection,nyc-collection (#62),read,,,,1,0
58129396,Death & Co Welcome Home: [A Cocktail Recipe Book],Alex Day,"Day, Alex","Nick Fauchald, David Kaplan, Devon Tarby, Tyson Buhler","=""1984858416""","=""9781984858412""",4,4.35,Ten Speed Press,Hardcover,313,2021,,2023/01/01,2023/04/17,nyc-collection,nyc-collection (#61),read,,,,1,0
25608779,Comfort Food,Jamie Oliver,"Oliver, Jamie",,"=""8415989946""","=""9788415989943""",3,4.16,Grijalbo,Hardcover,408,2014,2014,,2023/04/17,nyc-collection,nyc-collection (#60),read,,,,1,0
34006942,All the Light We Cannot See,Anthony Doerr,"Doerr, Anthony",,"=""1501173219""","=""9781501173219""",5,4.31,Scribner,Paperback,531,2017,2014,,2023/04/17,nyc-collection,nyc-collection (#53),read,,,,1,0
170453,Life of Pi,Yann Martel,"Martel, Yann",,"=""0156027321""","=""9780156027328""",5,3.94,Harcourt Books,Paperback,326,2002,2001,,2023/04/17,nyc-collection,nyc-collection (#52),read,,,,1,0
3406653,"Remembering Yankee Stadium: An Oral and Narrative History of ""The House That Ruth Built""",Harvey Frommer,"Frommer, Harvey",Bob Sheppard,"=""1584797169""","=""9781584797166""",0,3.89,"Stewart, Tabori & Chang",Hardcover,240,2008,2008,,2023/04/17,"to-read, nyc-collection","to-read (#43), nyc-collection (#63)",to-read,,,,0,0
53232210,The Republic of Beliefs: A New Approach to Law and Economics,Kaushik Basu,"Basu, Kaushik",,"=""0691210047""","=""9780691210049""",0,4.00,Princeton University Press,Paperback,264,2020,,,2023/04/17,"to-read, nyc-collection","to-read (#42), nyc-collection (#56)",to-read,,,,0,0
8032112,The Big Short: Inside the Doomsday Machine,Michael   Lewis,"Lewis, Michael",,"=""0393338827""","=""9780393338829""",0,4.30,W. W. Norton & Company,Paperback,291,2011,2010,,2023/04/17,"to-read, nyc-collection","to-read (#41), nyc-collection (#51)",to-read,,,,0,0
44767458,"Dune (Dune, #1)",Frank Herbert,"Herbert, Frank",,"=""059309932X""","=""9780593099322""",5,4.28,Ace,Hardcover,658,2019,1965,,2023/01/16,nyc-collection,nyc-collection (#44),read,,,,1,0
30119,Where the Sidewalk Ends,Shel Silverstein,"Silverstein, Shel",,"=""0060513039""","=""9780060513030""",4,4.34,Harpercollins Childrens Books,Hardcover,176,2002,1974,,2011/08/26,nyc-collection,nyc-collection (#43),read,,,,1,0
57650174,Northern Spy,Flynn Berry,"Berry, Flynn",,"=""0735224994""","=""9780735224995""",0,3.69,Viking,Hardcover,288,2021,2021,,2023/04/16,"to-read, nyc-collection","to-read (#40), nyc-collection (#42)",to-read,,,,0,0
16169870,"The Mac + Cheese Cookbook: 50 Simple Recipes from Homeroom, America's Favorite Mac and Cheese Restaurant",Erin   Wade,"Wade, Erin",Allison Arévalo,"=""160774466X""","=""9781607744665""",5,4.18,Ten Speed Press,Hardcover,128,2013,2013,2023/04/16,2023/04/16,nyc-collection,nyc-collection (#36),read,,,,1,0
2612,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316346624""","=""9780316346627""",0,4.01,Time Warner Book Group,Paperback,301,2002,2002,,2023/04/16,"to-read, nyc-collection","to-read (#39), nyc-collection (#37)",to-read,,,,0,0
579193,"Men of Tomorrow: Geeks, Gangsters, and the Birth of the Comic Book",Gerard Jones,"Jones, Gerard",,"=""0465036562""","=""9780465036561""",0,4.07,Basic Books,Hardcover,384,2004,2004,,2023/04/16,"to-read, nyc-collection","to-read (#37), nyc-collection (#33)",to-read,,,,0,0
505585,Me Talk Pretty One Day,David Sedaris,"Sedaris, David",,"=""0316777722""","=""9780316777728""",0,4.01,"Little, Brown and Company",Hardcover,272,2000,2000,,2023/04/16,"to-read, nyc-collection","to-read (#38), nyc-collection (#35)",to-read,,,,0,0
8909,The War of the Worlds,H.G. Wells,"Wells, H.G.",Arthur C. Clarke,"=""0375759239""","=""9780375759239""",0,3.83,Random House Publishing Group,Paperback,192,2002,1898,,2023/04/16,"to-read, nyc-collection","to-read (#36), nyc-collection (#32)",to-read,,,,0,0
53208150,Blood Meridian: Or the Evening Redness in the West,Cormac McCarthy,"McCarthy, Cormac",,"=""0679728759""","=""9780679728757""",0,4.16,Vintage Books,Paperback,337,1992,1985,,2023/04/16,"to-read, nyc-collection","to-read (#34), nyc-collection (#30)",to-read,,,,0,0
635719,"All the Pretty Horses (The Border Trilogy, #1)",Cormac McCarthy,"McCarthy, Cormac",,"=""0394574745""","=""9780394574745""",0,4.05,Alfred A. Knopf,Hardcover,302,1992,1992,,2023/04/16,"to-read, nyc-collection","to-read (#33), nyc-collection (#29)",to-read,,,,0,0
52527061,The Amazing Adventures of Kavalier & Clay,Michael Chabon,"Chabon, Michael",,"=""1841154938""","=""9781841154930""",0,4.18,Fourth Estate,Paperback,639,2008,2000,,2023/04/16,"to-read, nyc-collection","to-read (#32), nyc-collection (#28)",to-read,,,,0,0
30208280,The Superior Person's Complete Book of Words,Peter Bowler,"Bowler, Peter",Dennis Corrigan,"=""1567925901""","=""9781567925906""",0,4.25,"David R. Godine, Publisher",Paperback,384,2016,,,2023/04/16,"to-read, nyc-collection","to-read (#31), nyc-collection (#24)",to-read,,,,0,0
6614960,House Rules,Jodi Picoult,"Picoult, Jodi",,"=""0743296435""","=""9780743296434""",0,4.04,Atria,Hardcover,532,2010,2010,,2023/01/17,"to-read, nyc-collection","to-read (#7), nyc-collection (#21)",to-read,,,,0,0
70556548,Why Nations Fail,Daron Acemoğlu,"Acemoğlu, Daron",,"=""""","=""""",0,4.09,Crown,Paperback,0,,2012,,2023/01/17,"to-read, nyc-collection","to-read (#6), nyc-collection (#20)",to-read,,,,0,0
55711595,"Lightning Strike (Cork O’Connor, #0)",William Kent Krueger,"Krueger, William Kent",,"=""1982128682""","=""9781982128685""",0,4.26,Atria Books,Hardcover,385,2021,2021,,2023/04/16,"to-read, nyc-collection","to-read (#30), nyc-collection (#16)",to-read,,,,0,0
58386727,ALL OF THE MARVELS,Douglas Wolk,"Wolk, Douglas",,"=""0593300599""","=""9780593300596""",0,4.00,Penguin Press,Paperback,0,2021,2021,,2023/04/16,"to-read, nyc-collection","to-read (#29), nyc-collection (#15)",to-read,,,,0,0
9619,Bradbury Stories: 100 of His Most Celebrated Tales,Ray Bradbury,"Bradbury, Ray",,"=""0060544880""","=""9780060544881""",0,4.41,William Morrow Paperbacks,Paperback,912,2005,2003,,2023/04/16,"to-read, nyc-collection","to-read (#28), nyc-collection (#14)",to-read,,,,0,0
3265305,"Bruno, Chief of Police (Bruno, Chief of Police, #1)",Martin  Walker,"Walker, Martin",,"=""1847245072""","=""9781847245076""",4,3.88,"Quercus, London, UK",Hardcover,262,2008,2008,2023/04/16,2023/03/12,nyc-collection,nyc-collection (#13),read,,,,1,0
1232,"The Shadow of the Wind (The Cemetery of Forgotten Books, #1)",Carlos Ruiz Zafón,"Zafón, Carlos Ruiz",Lucia Graves,"=""""","=""""",5,4.30,Penguin Books,Paperback,487,2005,2001,2023/04/12,2023/03/06,favorites,favorites (#10),read,,,,1,0
6751,Consider the Lobster and Other Essays,David Foster Wallace,"Wallace, David Foster",,"=""0316156116""","=""9780316156110""",3,4.19,"Little, Brown and Company",Hardcover,343,2005,2005,2023/04/03,2023/04/01,nyc-collection,nyc-collection (#10),read,Some of the essays (including the namesake and the one on John McCain) were excellent. Others were borderline unreadable.,,,1,0
19647,Tristessa,Jack Kerouac,"Kerouac, Jack",Aram Saroyan,"=""0140168117""","=""9780140168112""",3,3.65,Penguin Publishing Group,Paperback,96,1992,1960,2023/04/05,2023/04/03,nyc-collection,nyc-collection (#9),read,,,,1,0
36442813,The Order of Time,Carlo Rovelli,"Rovelli, Carlo",,"=""073521610X""","=""9780735216105""",2,4.13,Riverhead Books,Hardcover,224,2018,2017,2023/03/31,2023/03/27,,,read,,,,1,0
13497818,The Casual Vacancy,J.K. Rowling,"Rowling, J.K.",,"=""0316228532""","=""9780316228534""",3,3.31,"Little, Brown and Company",Hardcover,503,2012,2012,2023/01/16,2023/01/16,nyc-collection,nyc-collection (#8),read,,,,1,0
53746633,The Night Watchman,Louise Erdrich,"Erdrich, Louise",,"=""0062671197""","=""9780062671196""",5,4.10,Harper Perennial,Paperback,451,2021,2020,2023/01/22,2023/01/17,nyc-collection,nyc-collection (#7),read,,,,1,0
34273236,Little Fires Everywhere,Celeste Ng,"Ng, Celeste",,"=""0735224293""","=""9780735224292""",5,4.07,Penguin Press,Hardcover,338,2017,2017,2023/02/03,2023/02/01,nyc-collection,nyc-collection (#6),read,Beautifully written and compelling,,,1,0
25430671,The Early Stories of Truman Capote,Truman Capote,"Capote, Truman",Hilton Als,"=""0812998227""","=""9780812998221""",3,3.60,Random House,Hardcover,177,2015,2015,2023/03/04,2023/03/04,nyc-collection,nyc-collection (#5),read,,,,1,0
6288,The Road,Cormac McCarthy,"McCarthy, Cormac",,"=""0307265439""","=""9780307265432""",5,3.99,Alfred A. Knopf,Hardcover,241,2006,2006,2023/03/10,2023/01/17,nyc-collection,nyc-collection (#4),read,,,,1,0
6398972,Ford County,John Grisham,"Grisham, John",,"=""0385532458""","=""9780385532457""",5,3.72,Doubleday,Hardcover,308,2009,2008,2023/03/11,2023/02/02,nyc-collection,nyc-collection (#3),read,,,,2,0
60149532,"Killers of a Certain Age (Killers of a Certain Age, #1)",Deanna Raybourn,"Raybourn, Deanna",,"=""0593200683""","=""9780593200681""",3,3.86,Berkley,Hardcover,368,2022,2022,2023/03/12,2023/03/11,nyc-collection,nyc-collection (#2),read,,,,1,0
441240,Dreamcatcher,Stephen        King,"King, Stephen",,"=""0743211383""","=""9780743211383""",3,3.66,Scribner,Hardcover,621,2001,2001,2023/03/20,2023/01/17,nyc-collection,nyc-collection (#1),read,,,,1,0
78508,The River of Doubt: Theodore Roosevelt's Darkest Journey,Candice Millard,"Millard, Candice",,"=""0767913736""","=""9780767913737""",0,4.20,Anchor,Paperback,416,2006,2005,,2023/03/26,to-read,to-read (#27),to-read,,,,0,0
37004370,The Memory Police,Yōko Ogawa,"Ogawa, Yōko",Stephen    Snyder,"=""1101870605""","=""9781101870600""",0,3.72,Pantheon,Hardcover,274,2019,1994,,2023/03/15,to-read,to-read (#26),to-read,,,,0,0
16200,Ella Minnow Pea: A Novel in Letters,Mark Dunn,"Dunn, Mark",,"=""0385722435""","=""9780385722438""",0,3.94,Vintage,Paperback,208,2002,2001,,2023/03/15,to-read,to-read (#25),to-read,,,,0,0
5941033,Let the Great World Spin,Colum McCann,"McCann, Colum",,"=""1400063736""","=""9781400063734""",0,3.95,Random House,Hardcover,351,2009,2009,,2023/03/12,to-read,to-read (#24),to-read,,,,0,0
56169546,The Last Thing He Told Me,Laura Dave,"Dave, Laura",,"=""1501171364""","=""9781501171369""",0,3.83,Simon & Schuster,Kindle Edition,316,2021,2021,,2023/03/06,to-read,to-read (#23),to-read,,,,0,0
57926137,Black Cake,Charmaine Wilkerson,"Wilkerson, Charmaine",,"=""""","=""""",0,4.09,Ballantine Books,Hardcover,385,2022,2022,,2023/03/06,to-read,to-read (#22),to-read,,,,0,0
56898262,State of Terror,Hillary Rodham Clinton,"Clinton, Hillary Rodham",Louise Penny,"=""198217367X""","=""9781982173678""",3,4.09,Simon & Schuster,Hardcover,495,2021,2021,2023/03/06,2023/03/06,,,read,,,,1,0
58784475,"Tomorrow, and Tomorrow, and Tomorrow",Gabrielle Zevin,"Zevin, Gabrielle",,"=""0735243344""","=""9780735243347""",4,4.13,Knopf,Hardcover,401,2022,2022,2023/03/04,2023/01/24,,,read,,,,1,0
31705936,"Witness to a Trial (The Whistler, #0.5)",John Grisham,"Grisham, John",,"=""0385542577""","=""9780385542579""",4,3.75,Knopf Doubleday Publishing Group,Kindle Edition,23,2016,2016,2023/02/25,2023/02/02,,,read,,,,1,0
13259887,We Learn Nothing,Tim Kreider,"Kreider, Tim",,"=""1439198705""","=""9781439198704""",0,4.16,Free Press,Hardcover,240,2012,2012,,2023/02/22,to-read,to-read (#21),to-read,,,,0,0
37491866,"Kill or be Killed, Vol. 4",Ed Brubaker,"Brubaker, Ed","Sean Phillips, Elizabeth Breitweiser","=""153430651X""","=""9781534306516""",2,4.30,Image Comics,Paperback,144,2018,2018,2023/02/21,2023/02/21,,,read,,,,1,0
31247173,"Kill or be Killed, Vol. 1",Ed Brubaker,"Brubaker, Ed","Sean Phillips, Elizabeth Breitweiser","=""1534300287""","=""9781534300286""",3,4.12,Image Comics,Paperback,128,2017,2017,2023/02/21,2023/02/21,,,read,,,,1,0
34504726,"Kill or be Killed, Vol. 2",Ed Brubaker,"Brubaker, Ed","Sean Phillips, Elizabeth Breitweiser","=""153430228X""","=""9781534302280""",3,4.21,Image Comics,Paperback,160,2017,2017,2023/02/21,2023/02/21,,,read,,,,1,0
35758538,"Kill or be Killed, Vol. 3",Ed Brubaker,"Brubaker, Ed","Sean Phillips, Elizabeth Breitweiser","=""1534304711""","=""9781534304710""",4,4.31,Image Comics,Paperback,120,2018,2018,,2023/02/21,,,read,,,,2,0
18693763,Everything I Never Told You,Celeste Ng,"Ng, Celeste",,"=""159420571X""","=""9781594205712""",5,3.84,Penguin Press,Hardcover,297,2014,2014,2023/02/21,2023/02/03,,,read,,,,1,0
23754,"Preludes & Nocturnes (The Sandman, #1)",Neil Gaiman,"Gaiman, Neil","Sam Kieth, Mike Dringenberg, Malcolm Jones III, Todd Klein, Karen  Berger, Daniel Vozzo","=""1563892278""","=""9781563892271""",5,4.25,DC Comics: Vertigo,Hardcover,240,1995,1988,,2023/02/18,,,read,,,,1,0
38718233,The Next Person You Meet in Heaven,Mitch Albom,"Albom, Mitch",,"=""0062294466""","=""9780062294463""",5,4.32,Harper,Kindle Edition,218,2018,2018,2023/02/19,2023/02/18,,,read,,,,1,0
40538681,Midnight in Chernobyl: The Untold Story of the World's Greatest Nuclear Disaster,Adam Higginbotham,"Higginbotham, Adam",,"=""1501134612""","=""9781501134616""",0,4.37,Simon & Schuster,Hardcover,538,2019,2019,,2023/02/18,to-read,to-read (#20),to-read,,,,0,0
50608676,"Black Leopard, Red Wolf (The Dark Star Trilogy, #1)",Marlon James,"James, Marlon",,"=""0735220182""","=""9780735220188""",0,3.45,Riverhead Books,Paperback,640,2020,2019,,2023/02/18,to-read,to-read (#19),to-read,,,,0,0
43124137,The Beekeeper of Aleppo,Christy Lefteri,"Lefteri, Christy",,"=""1984821210""","=""9781984821218""",0,4.17,Ballantine Books,Hardcover,317,2019,2019,,2023/02/18,to-read,to-read (#18),to-read,,,,0,0
58484901,How to Be Perfect: The Correct Answer to Every Moral Question,Michael Schur,"Schur, Michael",,"=""1982159316""","=""9781982159313""",0,4.14,Simon & Schuster,Hardcover,304,2022,2022,,2023/02/18,to-read,to-read (#17),to-read,,,,0,0
50690241,True Believer: The Rise and Fall of Stan Lee,Abraham Riesman,"Riesman, Abraham",,"=""0593135717""","=""9780593135716""",0,3.81,Crown,Hardcover,416,2021,2021,,2023/02/18,to-read,to-read (#16),to-read,,,,0,0
40727626,Free Food for Millionaires,Min Jin Lee,"Lee, Min Jin",,"=""""","=""""",0,3.85,Grand Central Publishing,Kindle Edition,577,2007,2007,,2023/02/18,to-read,to-read (#15),to-read,,,,0,0
18310944,The Sandman: Overture,Neil Gaiman,"Gaiman, Neil","J.H. Williams III, Todd Klein, Dave Stewart","=""1401248969""","=""9781401248963""",0,4.05,DC Vertigo,Hardcover,224,2015,2015,,2023/02/18,to-read,to-read (#14),to-read,,,,0,0
54110604,The Case of the Murderous Dr. Cream: The Hunt for a Victorian Era Serial Killer,Dean Jobb,"Jobb, Dean",,"=""1616206896""","=""9781616206895""",0,3.61,Algonquin Books,Hardcover,432,2021,2021,,2023/02/18,to-read,to-read (#13),to-read,,,,0,0
28257707,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,"Manson, Mark",,"=""""","=""9798804636129""",0,3.88,Harper,Paperback,212,2016,2016,,2023/02/18,to-read,to-read (#12),to-read,,,,0,0
57772525,"Something is Killing the Children, Book One (Something is Killing the Children, #1-3)",James Tynion IV,"IV, James Tynion","Werther Dell'Edera, Miquel Muerto, AndWorld Design","=""1684157641""","=""9781684157648""",5,4.39,BOOM! Studios,Hardcover,384,2021,2021,2023/02/18,2023/02/18,,,read,,,,1,0
61399205,The House of Wolves,James  Patterson,"Patterson, James","Mike Lupica, Ellen Archer","=""1668616483""","=""9781668616482""",0,4.21,"Little, Brown & Company",Audio CD,0,2023,2023,,2023/02/18,to-read,to-read (#11),to-read,,,,0,0
43471348,"Monstress, Book One",Marjorie M. Liu,"Liu, Marjorie M.",Sana Takeda,"=""1534312323""","=""9781534312326""",5,4.38,Image Comics,Hardcover,528,2019,2019,2023/02/18,2023/02/18,,,read,,,,1,0
57903929,Illuminations: Stories,Alan             Moore,"Moore, Alan",,"=""1635578809""","=""9781635578805""",2,3.52,Bloomsbury Publishing,Hardcover,464,2022,2022,2023/02/17,2023/02/07,,,read,,,,1,0
80343570,In the Stacks (Maisie’s Tune),Robin Sloan,"Sloan, Robin",,"=""""","=""""",5,4.47,Brand New Box,Unknown Binding,,2023,2023,2023/02/16,2023/02/16,,,read,Cute short story that was fun to listen to with the provided music.,,,1,0
12067,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett,"Pratchett, Terry",Neil Gaiman,"=""""","=""""",4,4.25,William Morrow Paperbacks,Mass Market Paperback,491,2006,1990,2023/02/06,2023/02/04,,,read,,,,1,0
18014776,Fetching Raymond: A Ford County Story,John Grisham,"Grisham, John",,"=""034554658X""","=""9780345546586""",5,3.70,Dell,Kindle Edition,64,2013,2011,,2023/02/02,,,read,,,,1,0
28644528,The Tumor,John Grisham,"Grisham, John",,"=""1495179419""","=""9781495179419""",5,3.79,Focused Ultrasound Foundation,Kindle Edition,69,2015,2015,,2023/02/02,,,read,,,,1,0
5357,Skipping Christmas,John Grisham,"Grisham, John",,"=""0099481685""","=""9780099481683""",0,3.56,Arrow,Paperback,198,2004,2001,,2023/02/02,to-read,to-read (#9),to-read,,,,0,0
56844943,Sooley,John Grisham,"Grisham, John",,"=""0385547684""","=""9780385547680""",5,4.13,Doubleday,Hardcover,355,2021,2021,,2023/02/02,,,read,,,,1,0
49123131,"Camino Winds (Camino Island, #2)",John Grisham,"Grisham, John",,"=""0385545940""","=""9780385545945""",5,3.81,Knopf Doubleday Publishing Group,Kindle Edition,304,2020,2020,,2023/02/02,,,read,,,,1,0
5352,The Summons,John Grisham,"Grisham, John",,"=""0385339593""","=""9780385339599""",5,3.73,Delta,Paperback,384,2005,2002,,2023/02/02,,,read,,,,1,0
38389488,The Reckoning,John Grisham,"Grisham, John",,"=""""","=""""",5,3.75,Doubleday,Hardcover,420,2018,2018,,2023/02/02,,,read,,,,1,0
34201164,The Rooster Bar,John Grisham,"Grisham, John",,"=""0385541171""","=""9780385541176""",5,3.65,Doubleday ,Hardcover,352,2017,2017,,2023/02/02,,,read,,,,1,0
5356,The King of Torts,John Grisham,"Grisham, John",,"=""0385339658""","=""9780385339650""",5,3.73,Delta,Paperback,276,2005,2003,,2023/02/02,,,read,,,,1,0
5360,A Painted House,John Grisham,"Grisham, John",,"=""0385337930""","=""9780385337939""",5,3.76,Bantam,Paperback,384,2004,2001,,2023/02/02,,,read,,,,1,0
20707959,Gray Mountain,John Grisham,"Grisham, John",,"=""038553714X""","=""9780385537148""",5,3.67,Doubleday,Hardcover,368,2014,2014,,2023/02/02,,,read,,,,1,0
5351,The Street Lawyer,John Grisham,"Grisham, John",,"=""0385339097""","=""9780385339094""",5,3.88,Bantam,Paperback,384,2005,1998,,2012/01/09,,,read,,,,1,0
5348,The Testament,John Grisham,"Grisham, John",,"=""0440234743""","=""9780440234746""",5,3.91,Island,Paperback,533,2000,1999,,2023/02/02,,,read,,,,1,0
5350,The Partner,John Grisham,"Grisham, John",,"=""0385339100""","=""9780385339100""",5,3.97,Delta,Paperback,416,2005,1997,,2012/01/09,4th-quarter,4th-quarter (#43),read,,,,1,0
32542,"A Time to Kill (Jake Brigance, #1)",John Grisham,"Grisham, John",,"=""""","=""""",5,4.12,Dell,Mass Market Paperback,738,2004,1989,,2023/02/02,favorites,favorites (#5),read,,,,1,0
5355,The Chamber,John Grisham,"Grisham, John",,"=""0385339666""","=""9780385339667""",5,3.85,Delta Trade Paperbacks,Paperback,632,2006,1994,,2023/02/02,,,read,,,,1,0
60148895,"Sparring Partners (Jake Brigance, #4)",John Grisham,"Grisham, John",,"=""0385549326""","=""9780385549325""",5,3.76,Doubleday,Hardcover,320,2022,2022,2023/02/02,2023/02/01,,,read,,,,1,0
34051011,Pachinko,Min Jin Lee,"Lee, Min Jin",,"=""""","=""""",4,4.34,Grand Central Publishing,Kindle Edition,496,2017,2017,2023/01/30,2023/01/24,,,read,,,,1,0
183683,The Secret Teachings of All Ages,Manly P. Hall,"Hall, Manly P.",,"=""1585422509""","=""9781585422500""",0,4.28,TarcherPerigee,Paperback,768,2003,1928,,2023/01/27,to-read,to-read (#8),to-read,,,,0,0
41160292,Exhalation,Ted Chiang,"Chiang, Ted",,"=""""","=""""",5,4.27,Knopf,ebook,368,2019,2019,,2023/01/26,favorites,favorites (#3),read,,,,1,0
34594037,Magic for Liars,Sarah Gailey,"Gailey, Sarah",,"=""1250174600""","=""9781250174604""",4,3.62,Tor,Kindle Edition,336,2019,2019,2023/01/25,2023/01/24,,,read,An easy read that was fun and exciting.,,,1,0
36809135,Where the Crawdads Sing,Delia Owens,"Owens, Delia",,"=""0735219117""","=""9780735219113""",5,4.38,G.P. Putnam’s Sons,ebook,384,2018,2018,2020/01/01,2023/01/17,,,read,,,,1,0
3636,"The Giver (The Giver, #1)",Lois Lowry,"Lowry, Lois",,"=""0385732554""","=""9780385732550""",0,4.12,Ember,Paperback,208,2006,1993,,2023/01/17,,,read,,,,1,0
170448,Animal Farm,George Orwell,"Orwell, George","Russell Baker, C.M. Woodhouse","=""0451526341""","=""9780451526342""",4,4.00,Signet Classics,Mass Market Paperback,141,1996,1945,,2023/01/17,,,read,,,,1,0
890,Of Mice and Men,John Steinbeck,"Steinbeck, John",,"=""0142000671""","=""9780142000670""",5,3.89,Penguin Books,Paperback,107,2002,1937,,2023/01/17,,,read,,,,1,0
51323364,The Red Mother Vol. 2,Jeremy Haun,"Haun, Jeremy",Danny Luckert,"=""168415622X""","=""9781684156221""",4,3.62,BOOM! Studios,Paperback,112,2020,2020,2023/01/15,2023/01/16,,,read,,,,2,0
52758293,The Red Mother Vol. 1,Jeremy Haun,"Haun, Jeremy",Danny Luckert,"=""1684155665""","=""9781684155668""",4,3.61,BOOM! Studios,Paperback,112,2020,2020,2023/01/15,2023/01/16,,,read,,,,2,0
54303241,The Red Mother Vol. 3 (3),Jeremy Haun,"Haun, Jeremy",Danny Luckert,"=""1684156742""","=""9781684156740""",3,3.18,BOOM! Studios,Paperback,112,2021,2021,2023/01/14,2023/01/16,,,read,,,,2,0
1509335,The New Bill James Historical Baseball Abstract,Bill James,"James, Bill",,"=""0684806975""","=""9780684806976""",0,4.29,Free Press,Hardcover,1008,2001,1985,2014/01/11,2011/10/19,,,read,,,,1,0
8306857,"Divergent (Divergent, #1)",Veronica Roth,"Roth, Veronica",,"=""0062024027""","=""9780062024022""",0,4.14,Katherine Tegen Books,Hardcover,487,2011,2011,,2012/05/31,4th-quarter,4th-quarter (#72),read,,,,1,0
9454723,The Chambliss Tapes,Donald Capone,"Capone, Donald",,"=""""","=""""",3,3.17,,Kindle Edition,20,,2009,,2012/03/27,4th-quarter,4th-quarter (#6),read,,,,1,0
325128,"Kidnapped (David Balfour, #1)",Robert Louis Stevenson,"Stevenson, Robert Louis",Sid Hite,"=""0439295785""","=""9780439295789""",1,3.79,Scholastic Paperbacks,Paperback,288,2002,1886,2014/01/11,2011/09/09,,,read,,,,1,0
12893742,"The Serpent's Shadow (The Kane Chronicles, #3)",Rick Riordan,"Riordan, Rick",,"=""1423140575""","=""9781423140573""",0,4.28,Hyperion Books,Hardcover,406,2012,2012,,2012/05/31,4th-quarter,4th-quarter (#82),read,,,,1,0
7061,"The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency, #1)",Alexander McCall Smith,"Smith, Alexander McCall",,"=""1400034779""","=""9781400034772""",0,3.81,Vintage,Paperback,235,2003,1998,,2012/05/31,4th-quarter,4th-quarter (#83),read,,,,1,0
